	label	article	year	article_id	src_wiki_id	sent	annotated	source	modifier	target	full_target_name	trg_wiki_id
598	1	nyt_corpus_2000.har/09/10/1229141.xml	2000.0	1229141.0	Q314926	He's sort of like the John Waters of the small screen.	|He|'s sort of like the *John Waters* of /the small screen/.	John Waters	the small screen	He	Darren Star	Q452063
599	1	nyt_corpus_2003.har/09/21/1521281.xml	2003.0	1521281.0	Q5443	I quizzed Jonathan on what the Garbo of butchers was really like.	I quizzed Jonathan on what the *Garbo* of /butchers/ was really like.	Garbo	butchers		Dave	
600	1	nyt_corpus_1998.har/07/05/1029502.xml	1998.0	1029502.0	Q25089	The three-concert series opens on Saturday at 8 P.M. at the Chirch of the Open Door on Main Bayview Road in Southold with a solo recital by Dave Frishberg, a singer who has been called ''the Woody Allen of song.''	The three-concert series opens on Saturday at 8 P.M. at the Chirch of the Open Door on Main Bayview Road in Southold with a solo recital by |Dave Frishberg|, a singer who has been called ''the *Woody Allen* of /song/.''	Woody Allen	song	Dave Frishberg	Dave Frishberg	Q1173207
601	1	nyt_corpus_1991.har/02/06/0420740.xml	1991.0	420740.0	Q153579	"In the elegant precision and savage acuity of lyrics for songs like Blizzard of Lies,"" ""The Wheelers and the Dealers,"" ""My Attorney Bernie,"" ""Can't Take You Nowhere"" and ""I'm Hip,"" to name several of the roughly 100 songs he's written, Mr. Frishberg might be described as the Stephen Sondheim of jazz songwriting."	"In the elegant precision and savage acuity of lyrics for songs like Blizzard of Lies,"" ""The Wheelers and the Dealers,"" ""My Attorney Bernie,"" ""Can't Take You Nowhere"" and ""I'm Hip,"" to name several of the roughly 100 songs he's written, |Mr. Frishberg| might be described as the *Stephen Sondheim* of /jazz songwriting/."	Stephen Sondheim	jazz songwriting	Mr. Frishberg	Dave Frishberg	Q1173207
602	1	nyt_corpus_2004.har/11/05/1624728.xml	2004.0	1624728.0	Q5593	Mr. Gorman, the Picasso of procrastination, proves that much can be accomplished by avoiding that next deadline.	|Mr. Gorman|, the *Picasso* of /procrastination/, proves that much can be accomplished by avoiding that next deadline.	Picasso	procrastination	Mr. Gorman	Dave Gorman	Q5228854
603	1	nyt_corpus_2006.har/08/13/1782475.xml	2006.0	1782475.0	Q6078	The ''85'' riddim is the work of Dave Kelly, a brilliant producer who could (but wouldn't) claim to be the Dr. Dre of dancehall.	The ''85'' riddim is the work of |Dave Kelly|, a brilliant producer who could (but wouldn't) claim to be the *Dr. Dre* of /dancehall/.	Dr. Dre	dancehall	Dave Kelly	Dave Kelly	Q5229090
604	1	nyt_corpus_2000.har/08/13/1222322.xml	2000.0	1222322.0	Q41421	The stunt biker Dave Mirra, the Michael Jordan of the dirt set, has his own chewing gum (Dave Mirra's BMX Bubble Gum), as well as his own pro model signature Adidas sneaker as well as a cereal en route.	|The stunt biker Dave Mirra|, the *Michael Jordan* of /the dirt set/, has his own chewing gum (Dave Mirra's BMX Bubble Gum), as well as his own pro model signature Adidas sneaker as well as a cereal en route.	Michael Jordan	the dirt set	The stunt biker Dave Mirra	Dave Mirra	Q3017223
605	1	nyt_corpus_1988.har/04/24/0139065.xml	1988.0	139065.0	Q310394	The Dave Winfield in ''Winfield'' comes off as the Alan Alda of baseball.	|The Dave Winfield| in ''Winfield'' comes off as the *Alan Alda* of /baseball/.	Alan Alda	baseball	The Dave Winfield	Dave Winfield	Q1173396
606	1	nyt_corpus_1998.har/09/27/1049680.xml	1998.0	1049680.0	Q41421	and is now a sportscaster, and David Bailey, the Michael Jordan of motocross racing in the 1980's who became paralyzed in a racing accident and will compete in a wheelchair along part of the course.	and is now a sportscaster, and |David Bailey|, the *Michael Jordan* of /motocross racing in the 1980's/ who became paralyzed in a racing accident and will compete in a wheelchair along part of the course.	Michael Jordan	motocross racing in the 1980's	David Bailey	David Bailey	Q5231045
607	1	nyt_corpus_1996.har/04/25/0846131.xml	1996.0	846131.0	Q23	To me, David Ben-Gurion is the George Washington of the State of Israel and Jackie Kennedy was the queen of the United States, he said.	To me, |David Ben-Gurion| is the *George Washington* of /the State of Israel/ and Jackie Kennedy was the queen of the United States, he said.	George Washington	the State of Israel	David Ben-Gurion	David Ben-Gurion	Q37610
608	1	nyt_corpus_2000.har/02/09/1175017.xml	2000.0	1175017.0	Q2001	He is the Stanley Kubrick of New York chefs -- difficult to get a read on, by most accounts difficult to deal with, but always pointed in a direction that feels as though it will lead straight to the next big thing.	|He| is the *Stanley Kubrick* of /New York chefs/ -- difficult to get a read on, by most accounts difficult to deal with, but always pointed in a direction that feels as though it will lead straight to the next big thing.	Stanley Kubrick	New York chefs	He	DAVID BOULEY	Q5231587
609	1	nyt_corpus_2002.har/05/19/1393302.xml	2002.0	1393302.0	Q3178690	I was a total political junkie, and I thought, Wow, this is the Mel Allen of news and politics.''	I was a total political junkie, and I thought, Wow, |this| is the *Mel Allen* of /news and politics/.''	Mel Allen	news and politics	this	David Brinkley	Q766880
610	1	nyt_corpus_1994.har/05/08/0685978.xml	1994.0	685978.0	Q452267	Mr. Brock's role in the Paula Jones affair is curious indeed, so much so that some might take him for a Clinton mole in the conservative camp -- the Aldrich Ames of The American Spectator.	Mr. Brock's role in the Paula Jones affair is curious indeed, so much so that some might take |him| for a Clinton mole in the conservative camp -- the *Aldrich Ames* of /The American Spectator/.	Aldrich Ames	The American Spectator	him	David Brock	Q5231759
611	1	nyt_corpus_1998.har/11/07/1060087.xml	1998.0	1060087.0	Q3132849	By contrast, Mr. Clinton ''came in here and he trashed the place,'' observes David Broder, who is so ritualistically called the fair-minded ''Dean'' of Washington journalists that you might say he is the Henry Hyde of punditry.	By contrast, Mr. Clinton ''came in here and he trashed the place,'' observes David Broder, who is so ritualistically called the fair-minded ''Dean'' of Washington journalists that you might say |he| is the *Henry Hyde* of /punditry/.	Henry Hyde	punditry	he	David Broder	Q166604
612	1	nyt_corpus_2001.har/04/29/1289366.xml	2001.0	1289366.0	Q238948	Byrne was once called ''the Typhoid Mary of the irony epidemic,'' but that's a fundamental misreading of him.	|Byrne| was once called ''the *Typhoid Mary* of /the irony epidemic/,'' but that's a fundamental misreading of him.	Typhoid Mary	the irony epidemic	Byrne	David Byrne	Q336640
613	1	nyt_corpus_2007.har/06/13/1854256.xml	2007.0	1854256.0	Q5443	We'll have to wait to see if David Chase, the Garbo of goombahs now pursued by a feral beast of disappointed ''Sopranos'' fans, is feeling as paranoid and thin-skinned as the two Tonys, and as deeply surprised by the consequences of his actions.	We'll have to wait to see if |David Chase|, the *Garbo* of /goombahs/ now pursued by a feral beast of disappointed ''Sopranos'' fans, is feeling as paranoid and thin-skinned as the two Tonys, and as deeply surprised by the consequences of his actions.	Garbo	goombahs	David Chase	David Chase	Q381982
614	1	nyt_corpus_1996.har/12/26/0897644.xml	1996.0	897644.0	Q8743	'David is an Edison of magic!''	|David| is an *Edison* of /magic/!''	Edison	magic	David	David Copperfield	Q139637
615	1	nyt_corpus_1992.har/03/08/0512675.xml	1992.0	512675.0	Q23505	In that sense you are the George Bush of New York City, and what's going on here is not unlike what's going on in the Presidential races.	In that sense |you| are the *George Bush* of /New York City/, and what's going on here is not unlike what's going on in the Presidential races.	George Bush	New York City	you	David Dinkins	Q467133
616	1	nyt_corpus_1991.har/11/20/0488274.xml	1991.0	488274.0	Q59215	He has become the Robert Redford of hate.	|He| has become the *Robert Redford* of /hate/.	Robert Redford	hate	He	David Duke	Q163042
617	1	nyt_corpus_1991.har/10/21/0481993.xml	1991.0	481993.0	Q34453	One person described me as the Boris Yeltsin of American politics, he said.	One person described |me| as the *Boris Yeltsin* of /American politics/, he said.	Boris Yeltsin	American politics	me	David Duke	Q163042
618	1	nyt_corpus_1999.har/09/12/1137115.xml	1999.0	1137115.0	Q5686	SNOOPS  A new drama from David E. Kelley, who is rapidly becoming the Dickens of television (although he's not paid by the film frame -- yet).	SNOOPS  A new drama from |David E. Kelley|, who is rapidly becoming the *Dickens* of /television/ (although he's not paid by the film frame -- yet).	Dickens	television	David E. Kelley	David E. Kelley	Q504720
619	1	nyt_corpus_1991.har/08/14/0466892.xml	1991.0	466892.0	Q375600	I call him the Don Nelson of agents, said longtime client John Lucas, who has now retired.	I call |him| the *Don Nelson* of /agents/, said longtime client John Lucas, who has now retired.	Don Nelson	agents	him	David Falk	Q3017862
620	1	nyt_corpus_1999.har/07/15/1123603.xml	1999.0	1123603.0	Q369675	Mr. Graves has become the Johnny Appleseed of New York beedom.	|Mr. Graves| has become the *Johnny Appleseed* of /New York beedom/.	Johnny Appleseed	New York beedom	Mr. Graves	David Graves	
621	1	nyt_corpus_1991.har/02/01/0419348.xml	1991.0	419348.0	Q1511	But David Greenspan apparently aspires to be the Richard Wagner of the genre.	But |David Greenspan| apparently aspires to be the *Richard Wagner* of /the genre/.	Richard Wagner	the genre	David Greenspan	David Greenspan	Q16187095
622	1	nyt_corpus_1994.har/06/08/0692271.xml	1994.0	692271.0	Q42229	David Hobson, who I'm told is sometimes referred to as the Mel Gibson of opera Down Under, is a dashing Rodolfo, even managing to look meltingly sensitive in a black leather jacket.	|David Hobson|, who I'm told is sometimes referred to as the *Mel Gibson* of /opera Down Under/, is a dashing Rodolfo, even managing to look meltingly sensitive in a black leather jacket.	Mel Gibson	opera Down Under	David Hobson	David Hobson	Q5235059
623	1	nyt_corpus_1998.har/01/11/0987037.xml	1998.0	987037.0	Q7411423	Referring to the New York rights and royalties agency, he added, ''I'm the Samuel French of interactive theater.''	Referring to the New York rights and royalties agency, he added, ''|I|'m the *Samuel French* of /interactive theater/.''	Samuel French	interactive theater	I	David Landau	Q5236319
624	1	nyt_corpus_1988.har/02/05/0116272.xml	1988.0	116272.0	Q345231	Lear,'' directed by Lee Breuer and featuring Ruth Maleczech as the aged king and Greg Mehrten as a drag-queen Fool, has created some excited word of mouth since early work-in-progress performances began at the George Street Playhouse in New Brunswick, N.J. Other high points of the marathon are likely to be Karen Finley performing an excerpt from her scabrously obscene monologue ''The Constant State of Desire,'' the Alien Comic (Tom Murrin) dressed as an electrified lemon tree, and an appearance by David Leslie, the Evel Knievel of performance artists.	Lear,'' directed by Lee Breuer and featuring Ruth Maleczech as the aged king and Greg Mehrten as a drag-queen Fool, has created some excited word of mouth since early work-in-progress performances began at the George Street Playhouse in New Brunswick, N.J. Other high points of the marathon are likely to be Karen Finley performing an excerpt from her scabrously obscene monologue ''The Constant State of Desire,'' the Alien Comic (Tom Murrin) dressed as an electrified lemon tree, and an appearance by |David Leslie|, the *Evel Knievel* of /performance artists/.	Evel Knievel	performance artists	David Leslie	David Leslie	Q16731417
625	1	nyt_corpus_2006.har/06/16/1769404.xml	2006.0	1769404.0	Q211987	That's mainly because CBS's David Letterman, who was the Jon Stewart of his day, now seems resigned to a staid second place.	That's mainly because |CBS's David Letterman|, who was the *Jon Stewart* of /his day/, now seems resigned to a staid second place.	Jon Stewart	his day	CBS's David Letterman	David Letterman	Q217298
626	1	nyt_corpus_2000.har/01/15/1168688.xml	2000.0	1168688.0	Q731168	He's the Cal Ripken of TV,'' said Mr. Rubenstein, referring to the Baltimore Orioles shortstop with the stellar attendance record.	|He|'s the *Cal Ripken* of /TV/,'' said Mr. Rubenstein, referring to the Baltimore Orioles shortstop with the stellar attendance record.	Cal Ripken	TV	He	David Letterman	Q217298
627	1	nyt_corpus_1993.har/01/15/0583116.xml	1993.0	583116.0	Q186292	Or will the waspish host of television's first post-modern talk show turn out to be the Joey Bishop of the 1990's?	Or will |the waspish host of television's first post-modern talk show| turn out to be the *Joey Bishop* of /the 1990's/?	Joey Bishop	the 1990's	the waspish host of television's first post-modern talk show	David Letterman	Q217298
628	1	nyt_corpus_1994.har/10/25/0720551.xml	1994.0	720551.0	Q44176	"Libby's cousin Andrew, an art director who's ""so incredibly creative that, as my mother says, no one's holding their breath for grandchildren,"" opines that ""David Mamet is the Hulk Hogan of the American theater and that his word processor should be tested for steroids."""	"Libby's cousin Andrew, an art director who's ""so incredibly creative that, as my mother says, no one's holding their breath for grandchildren,"" opines that ""|David Mamet| is the *Hulk Hogan* of /the American theater/ and that his word processor should be tested for steroids."""	Hulk Hogan	the American theater	David Mamet	David Mamet	Q269927
629	1	nyt_corpus_2006.har/03/05/1744174.xml	2006.0	1744174.0	Q105756	Of course, it is entirely possible that Marusek never set out to be the John Updike of the Asimov set; perhaps he simply intended ''Counting Heads'' to be an effective satire of life as we may someday know it, which it is, albeit one that might require upgrading your brain with the newest Intel microprocessor to comprehend fully.	Of course, it is entirely possible that |Marusek| never set out to be the *John Updike* of /the Asimov set/; perhaps he simply intended ''Counting Heads'' to be an effective satire of life as we may someday know it, which it is, albeit one that might require upgrading your brain with the newest Intel microprocessor to comprehend fully.	John Updike	the Asimov set	Marusek	David Marusek	Q5237187
